Time(Jdays) N.O. Mag_max Mag_mean b_lsq a_lsq b_std_lsq std_gr_lsq b_mlk a_mlk b_std_mlk std_gr_mlk dM_lsq dM_mlk Energy x7_lsq x7_mlk zvalue beta T_elaps6 T_elaps65 T_elaps7 T_elaps75 Mag_max_obs 
 15874.042060 382  7.0  3.507  0.74709  1.30013  0.38666 20.32874  0.85648  5.15151  0.50818 77.43667  5.260  0.985 2.002091e+12 0.0057 0.0027  3.00770 -15.25457   58.707   58.707   58.707 1862.439  4.5 
 15904.042060 55  4.5  3.353  1.25758  1.19456  0.57154 28.39591  1.23125  5.43410  0.54785 91.05310  3.550  0.087 1.711986e+10 0.0002 0.0002  0.70211 -1.13137   88.707   88.707   88.707 1892.439  4.7 
 15934.042060 43  4.7  3.416  0.96656  1.09998  0.35241 17.88274  1.04328  4.76330  0.41058 67.96869  3.562  0.134 2.393805e+10 0.0013 0.0007  0.06869  0.15994  118.707  118.707  118.707 1922.439  5.9 
 15964.042060 139  5.9  3.431  0.81960  1.19216  0.38359 18.26260  1.00780  5.16640  0.57998 82.07331  4.445  0.774 2.139382e+11 0.0035 0.0009 -2.51622  8.79883  148.707  148.707  148.707 1952.439  4.6 
 15994.042060 153  5.9  3.401  0.82781  1.19123  0.39811 18.66290  1.08397  5.43659  0.68262 93.89800  4.461  0.885 2.136494e+11 0.0033 0.0006  2.07529 -6.12809  178.707  178.707  178.707 1982.439  4.2 
 16024.042060 65  4.6  3.328  1.25345  1.17757  0.61476 29.24163  1.32531  5.78885  0.68727 107.61400  3.661  0.232 1.881699e+10 0.0002 0.0001  0.29932 -0.23652  208.707  208.707  208.707 2012.439  4.7 
 16054.042060 62  4.7  3.402  1.00554  1.18523  0.38677 18.98619  1.08138  5.03652  0.44731 73.25140  3.521  0.042 2.943281e+10 0.0010 0.0006 -0.14795  0.62967  238.707  238.707  238.707 2042.439  4.3 
 16084.042060 58  4.7  3.371  0.93593  1.15226  0.34514 16.48796  1.17159  5.27818  0.54083 84.33405  3.469  0.195 2.949411e+10 0.0016 0.0003  0.42749 -0.42567  268.707  268.707  268.707 2072.439  4.5 
 16114.042060 41  4.5  3.329  1.03911  1.08631  0.40019 19.54812  1.31897  5.56969  0.64478 101.72534  3.455  0.277 1.652719e+10 0.0008 0.0001  0.78157 -1.41461  298.707  298.707  298.707 2102.439  3.8 
 16144.042060 34  4.5  3.318  1.13500  1.02840  0.48349 24.07981  1.36722  5.63315  0.70159 110.43880  3.594  0.380 1.379647e+10 0.0004 0.0001 -0.29377  0.96475  328.707  328.707  328.707 2132.439  5.1 
 16174.042060 50  5.1  3.380  0.93689  1.02158  0.40650 19.86936  1.14288  5.12761  0.60490 89.11025  4.010  0.613 4.087191e+10 0.0015 0.0004 -0.68632  2.03608  358.707  358.707  358.707 2162.439  4.7 
 16204.042060 56  5.1  3.421  0.91174  1.07637  0.37261 18.25011  1.03053  4.83978  0.47603 72.96427  3.919  0.404 4.451872e+10 0.0018 0.0008  0.28727 -0.44594  388.707  388.707  388.707 2192.439  3.7 
 16234.042060 45  4.7  3.331  1.14558  1.04726  0.53717 26.37198  1.31163  5.58810  0.70418 108.13592  3.786  0.440 1.897577e+10 0.0004 0.0001  0.28216 -0.42640  418.707  418.707  418.707 2222.439  4.1 
 16264.042060 36  4.1  3.386  1.28137  1.20899  0.43510 25.77763  1.12479  4.93068  0.33527 69.61649  3.156 -0.284 1.059355e+10 0.0001 0.0004  0.31852 -0.38139  448.707  448.707  448.707 2252.439  6.6 
 16294.042060 97  6.6  3.452  0.59612  0.96445  0.23430 12.47953  0.96179  4.87215  0.60991 84.25376  4.982  1.534 8.717036e+11 0.0163 0.0013 -1.75196  7.07677    8.354    8.354  478.707 2282.439  5.2 
 16324.042060 145  6.6  3.413  0.64930  1.05447  0.28286 14.40485  1.05130  5.31526  0.74154 99.35967  4.976  1.544 8.731576e+11 0.0113 0.0007  0.42429 -0.83932   38.354   38.354  508.707 2312.439  5.2 
 16354.042060 113  5.2  3.385  0.91234  1.22675  0.39809 18.16774  1.12817  5.43758  0.60872 88.16042  3.855  0.380 7.160655e+10 0.0018 0.0004  0.62444 -0.90591   68.354   68.354  538.707 2342.439  4.3 
 16384.042060 82  5.2  3.351  0.99577  1.12048  0.48639 22.61274  1.23653  5.62341  0.75002 105.73712  4.075  0.652 5.141178e+10 0.0010 0.0002  0.76226 -1.33721   98.354   98.354  568.707 2372.439  6.4 
 16414.042060 65  6.4  3.360  0.44569  0.83207  0.13148  6.62642  1.20637  5.43203  0.96325 117.20955  4.533  1.897 6.107289e+11 0.0460 0.0002  0.05287  0.26018   17.337  128.354  598.707 2402.439  4.1 
 16444.042060 58  6.4  3.379  0.42387  0.80182  0.11782  6.07066  1.14496  5.19830  0.85971 106.51275  4.508  1.860 6.106752e+11 0.0535 0.0004  0.27276 -0.42567   47.337  158.354  628.707 2432.439  5.0 
 16474.042060 52  5.0  3.412  0.96628  1.08122  0.40546 19.93221  1.05530  4.88189  0.48361 74.83767  3.881  0.374 3.590950e+10 0.0013 0.0007  0.00000  0.34378   77.337  188.354  658.707 2462.439  4.6 
 16504.042060 51  5.0  3.410  0.88897  1.07712  0.34367 16.69534  1.05976  4.88686  0.48841 74.35621  3.788  0.389 3.836343e+10 0.0022 0.0007  0.06843  0.20027  107.337  218.354  688.707 2492.439  3.8 
 16534.042060 49  4.6  3.284  1.14180  1.06522  0.53355 24.89207  1.53097  6.28309  0.95924 140.03176  3.667  0.496 1.690535e+10 0.0004 0.0000  0.07242  0.19069  137.337  248.354  718.707 2522.439  4.2 
 16564.042060 50  4.2  3.286  1.55102  1.19710  0.78020 39.71029  1.51851  6.25451  0.74783 129.71913  3.428  0.081 1.071923e+10 0.0000 0.0000 -0.11982  0.62026  167.337  278.354  748.707 2552.439  4.0 
 16594.042060 53  4.2  3.321  1.48033  1.23754  0.67930 35.63740  1.35398  5.78621  0.56828 103.59066  3.364 -0.073 1.227524e+10 0.0000 0.0001 -0.05059  0.48458  197.337  308.354  778.707 2582.439  4.1 
 16624.042060 47  4.1  3.353  1.34958  1.27172  0.50190 28.38366  1.22963  5.36098  0.41665 83.00787  3.158 -0.260 1.160317e+10 0.0001 0.0002  0.38468 -0.69538  227.337  338.354  808.707 2612.439  3.8 
 16654.042060 37  4.1  3.300  1.40624  1.16970  0.58451 31.57690  1.44765  5.91115  0.61943 114.09961  3.268  0.017 9.365430e+09 0.0001 0.0000  0.19117 -0.20377  257.337  368.354  838.707 2642.439  4.2 
 16684.042060 34  4.2  3.268  1.27989  1.07540  0.54432 27.50899  1.62264  6.39940  0.87488 144.66551  3.360  0.256 9.714223e+09 0.0001 0.0000  0.00000  0.27798  287.337  398.354  868.707 2672.439  4.0 
 16714.042060 34  4.2  3.326  1.25312  1.11963  0.48324 25.97122  1.33027  5.52229  0.54457 98.48367  3.307  0.049 1.060031e+10 0.0002 0.0001  0.00000  0.27798  317.337  428.354  898.707 2702.439  5.0 
 16744.042060 43  5.0  3.426  0.77337  1.02649  0.25674 12.63897  1.02047  4.69489  0.44701 68.38628  3.673  0.399 4.157089e+10 0.0048 0.0009 -0.55744  1.68666  347.337  458.354  928.707 2732.439  4.2 
 16774.042060 44  5.0  3.475  0.79963  1.07286  0.26355 13.37142  0.91430  4.38637  0.34456 55.66149  3.658  0.203 4.243290e+10 0.0040 0.0018  0.45953 -0.89119  377.337  488.354  958.707 2762.439  4.0 
 16804.042060 39  4.2  3.421  1.21919  1.22237  0.40956 24.03590  1.03277  4.68938  0.29389 60.34414  3.197 -0.341 1.359823e+10 0.0002 0.0008 -0.19215  0.77865  407.337  518.354  988.707 2792.439  4.0 
 16834.042060 39  4.0  3.369  1.01721  1.24274  0.25753 15.45260  1.17621  5.11971  0.34433 73.15883  2.778 -0.353 1.092113e+10 0.0009 0.0003  0.20055 -0.18321  437.337  548.354 1018.707 2822.439  4.6 
 16864.042060 42  4.6  3.383  1.21662  1.10505  0.54736 28.18808  1.13294  5.02208  0.47466 80.15741  3.692  0.167 1.697634e+10 0.0002 0.0004 -0.32715  1.23583  467.337  578.354 1048.707 2852.439  4.4 
 16894.042060 40  4.6  3.455  0.98848  1.12860  0.33664 17.99235  0.95449  4.46554  0.31389 56.14899  3.458 -0.078 2.132314e+10 0.0011 0.0014  0.41162 -0.96484  497.337  608.354 1078.707 2882.439  3.8 
 16924.042060 26  4.4  3.392  0.92899  1.00641  0.28139 15.36535  1.10703  4.73605  0.39957 70.92706  3.317  0.122 1.490176e+10 0.0016 0.0005  0.41377 -0.93495  527.337  638.354 1108.707 2912.439  5.1 
 16954.042060 44  5.1  3.436  0.83313  1.03596  0.30749 15.26828  0.99526  4.62923  0.43881 67.08649  3.857  0.449 4.446168e+10 0.0032 0.0010 -1.58332  3.93847  557.337  668.354 1138.707 2942.439  4.5 
 16984.042060 55  5.1  3.473  0.90105  1.12344  0.34953 17.55905  0.91870  4.49646  0.36335 58.37791  3.853  0.206 4.669994e+10 0.0020 0.0018  0.75922 -1.40136  587.337  698.354 1168.707 2972.439  4.4 
 17014.042060 37  4.5  3.376  0.94039  1.07704  0.31186 15.90741  1.15604  5.03631  0.47128 78.62059  3.355  0.143 1.801477e+10 0.0015 0.0003  0.36890 -0.53294  617.337  728.354 1198.707 3002.439  3.4 
 17044.042060 32  4.4  3.247  1.18453  0.97688  0.54000 26.15269  1.75917  6.78265  1.19101 176.28235  3.575  0.544 1.089838e+10 0.0003 0.0000  0.00000  0.26968  647.337  758.354 1228.707 3032.439  3.6 
 17074.042060 33  3.6  3.218  2.29870  1.30609  1.07213 73.91776  1.99052  7.49006  0.80392 200.23800  3.032 -0.163 5.223620e+09 0.0000 0.0000 -0.05454  0.44814  677.337  788.354 1258.707 3062.439  3.7 
 17104.042060 27  3.7  3.259  1.87336  1.21566  0.75186 50.41999  1.67514  6.45677  0.60117 143.16779  3.051 -0.154 5.424761e+09 0.0000 0.0000  0.42738 -1.10096  707.337  818.354 1288.707 3092.439  3.5 
 17134.042060 24  3.7  3.225  1.94837  1.16065  0.86134 55.42252  1.93020  7.17080  0.84535 189.77270  3.104 -0.015 4.778716e+09 0.0000 0.0000 -0.28682  1.05097  737.337  848.354 1318.707 3122.439  4.3 
 17164.042060 47  4.3  3.366  1.22992  1.19974  0.47585 25.28818  1.18673  5.23230  0.44302 80.99748  3.325 -0.109 1.394623e+10 0.0002 0.0003 -1.25000  3.10141  767.337  878.354 1348.707 3152.439  4.1 
 17194.042060 55  4.3  3.436  1.21145  1.29606  0.42712 24.00372  0.99526  4.72614  0.28827 57.60833  3.230 -0.449 1.633667e+10 0.0002 0.0010  0.68339 -1.13137  797.337  908.354 1378.707 3182.439  4.2 
 17224.042060 39  4.2  3.387  1.36501  1.19507  0.53252 30.41639  1.12169  4.95613  0.35959 71.73619  3.324 -0.218 1.210492e+10 0.0001 0.0004  0.33209 -0.50383  827.337  938.354 1408.707 3212.439  4.5 
 17254.042060 44  4.5  3.300  1.17201  1.06946  0.52550 25.35813  1.44765  5.98640  0.80174 123.78216  3.588  0.365 1.459021e+10 0.0003 0.0000 -0.60924  1.82550  857.337  968.354 1438.707 3242.439  3.4 
 17284.042060 42  4.5  3.240  1.20085  0.99225  0.58841 28.28386  1.80598  7.04118  1.33085 191.89730  3.674  0.601 1.256496e+10 0.0002 0.0000  0.72712 -1.54479  887.337  998.354 1468.707 3272.439  4.1 
 17314.042060 33  4.1  3.261  1.55780  1.10640  0.75808 39.83619  1.66648  6.51795  0.86754 151.79808  3.390  0.189 7.520004e+09 0.0000 0.0000 -0.20412  0.79669  917.337 1028.354 1498.707 3302.439  4.0 
 17344.042060 33  4.1  3.330  1.31252  1.14322  0.48884 27.45836  1.31484  5.46302  0.49056 94.48761  3.229 -0.055 9.242677e+09 0.0001 0.0001  0.24019 -0.24896  947.337 1058.354 1528.707 3332.439  4.2 
 17374.042060 23  4.2  3.335  1.18019  1.01701  0.42414 23.65614  1.29724  5.25346  0.51244 93.55115  3.338  0.150 8.993164e+09 0.0003 0.0001  0.52494 -1.23263  977.337 1088.354 1558.707 3362.439  4.0 
 17404.042060 24  4.2  3.337  1.18194  1.02952  0.42394 23.61676  1.28680  5.24061  0.50250 92.07785  3.329  0.127 9.200755e+09 0.0003 0.0001 -0.48142  1.86840 1007.337 1118.354 1588.707 3392.439  4.1 
 17434.042060 37  4.1  3.349  1.39693  1.19377  0.54081 30.94196  1.24565  5.30515  0.43002 85.60798  3.245 -0.159 9.798812e+09 0.0001 0.0002 -0.30523  1.11291 1037.337 1148.354 1618.707 3422.439  3.8 
 17464.042060 36  4.1  3.306  1.64422  1.17450  0.79301 43.80335  1.42133  5.82028  0.59258 112.24099  3.386  0.005 8.376143e+09 0.0000 0.0001  0.41801 -0.71510 1067.337 1178.354 1648.707 3452.439  4.3 
 17494.042060 31  4.3  3.306  1.01303  1.02012  0.34673 17.73839  1.41717  5.74288  0.67856 112.47228  3.293  0.248 1.195509e+10 0.0009 0.0001 -0.07915  0.44524 1097.337 1208.354 1678.707 3482.439  3.8 
 17524.042060 30  4.3  3.317  1.01187  1.02280  0.34164 17.68082  1.37146  5.59149  0.62761 105.46562  3.289  0.223 1.198234e+10 0.0009 0.0001  0.16248 -0.10445 1127.337 1238.354 1708.707 3512.439  4.0 
 17554.042060 25  4.0  3.256  1.52025  1.06839  0.67141 37.11840  1.69646  6.48733  0.83608 153.37302  3.297  0.176 6.306987e+09 0.0000 0.0000  0.20131 -0.36232 1157.337 1268.354 1738.707 3542.439  4.3 
 17584.042060 22  4.3  3.336  1.10674  0.97605  0.39908 21.71232  1.29115  5.21586  0.54315 94.41500  3.418  0.260 9.727392e+09 0.0005 0.0001  0.00000  0.22361 1187.337 1298.354 1768.707 3572.439  4.1 
 17614.042060 30  4.3  3.470  1.04167  1.14279  0.30558 18.22713  0.92403  4.24921  0.24046 49.06613  3.203 -0.299 1.409000e+10 0.0007 0.0017 -0.56114  1.72337 1217.337 1328.354 1798.707 3602.439  4.2 
 17644.042060 40  4.2  3.470  1.28479  1.25313  0.43413 26.61435  0.92403  4.37415  0.22455 49.13474  3.225 -0.534 1.474164e+10 0.0001 0.0017 -0.14660  0.61810 1247.337 1358.354 1828.707 3632.439  4.5 
 17674.042060 46  4.5  3.465  1.13358  1.20999  0.41349 22.74520  0.93353  4.46335  0.28043 53.24476  3.433 -0.281 1.902025e+10 0.0004 0.0016 -0.22137  0.91377 1277.337 1388.354 1858.707 3662.439  3.5 
 17704.042060 41  4.5  3.373  1.07752  1.11096  0.41052 20.93571  1.16380  5.10417  0.47890 80.65325  3.469  0.114 1.681819e+10 0.0006 0.0003  0.53472 -1.10190 1307.337 1418.354 1888.707 3692.439  4.0 
 17734.042060 26  4.0  3.235  1.68692  1.07947  0.85446 46.33774  1.85109  6.96825  1.02886 183.41335  3.360  0.236 5.944404e+09 0.0000 0.0000  0.32829 -0.93495 1337.337 1448.354 1918.707 3722.439  5.1 
 17764.042060 48  5.1  3.492  0.79874  1.07708  0.27062 13.78706  0.88331  4.33117  0.33095 53.69237  3.752  0.197 5.259307e+10 0.0040 0.0022 -1.20551  4.37633 1367.337 1478.354 1948.707 3752.439  4.1 
 17794.042060 57  5.1  3.433  0.81858  1.09079  0.29755 14.45536  1.00222  4.76253  0.44603 68.12732  3.767  0.348 5.270517e+10 0.0035 0.0010  0.86632 -2.15955 1397.337 1508.354 1978.707 3782.439  4.6 
 17824.042060 44  4.6  3.270  1.10850  1.01990  0.50970 23.80031  1.60579  6.46084  1.06961 153.25841  3.680  0.577 1.610707e+10 0.0005 0.0000 -0.29334  1.22179 1427.337 1538.354 2008.707 3812.439  5.1 
 17854.042060 56  5.1  3.332  0.87377  0.99663  0.36711 17.22198  1.30755  5.67085  0.82208 113.76916  3.959  0.763 4.222852e+10 0.0024 0.0001 -0.35966  1.15945 1457.337 1568.354 2038.707 3842.439  5.7 
 17884.042060 64  5.7  3.425  0.67042  0.98935  0.24432 11.89015  1.02187  4.87179  0.56762 78.94797  4.224  0.932 1.435334e+11 0.0097 0.0009 -0.13074  0.63167 1487.337 1598.354 2068.707 3872.439  5.1 
 17914.042060 62  5.7  3.516  0.71629  1.05008  0.26366 13.38495  0.84145  4.31673  0.36385 55.57546  4.234  0.570 1.440791e+11 0.0071 0.0030  0.22429 -0.13320 1517.337 1628.354 2098.707 3902.439  4.2 
 17944.042060 59  5.1  3.500  1.03015  1.14918  0.44721 23.26221  0.86859  4.37662  0.31794 54.32219  3.984  0.061 4.338221e+10 0.0008 0.0025 -0.06347  0.49652 1547.337 1658.354 2128.707 3932.439  4.9 
 17974.042060 59  4.9  3.437  1.07755  1.15648  0.47274 23.74603  0.99315  4.75031  0.40159 66.27041  3.827  0.117 3.131813e+10 0.0006 0.0010  0.06785  0.23585 1577.337 1688.354 2158.707 3962.439  4.0 
 18004.042060 48  4.9  3.342  0.95168  1.02908  0.40057 18.98004  1.27111  5.49456  0.71459 103.41504  3.819  0.577 2.911223e+10 0.0014 0.0002  0.54922 -1.11473 1607.337 1718.354 2188.707 3992.439  4.7 
 18034.042060 35  4.7  3.309  0.84068  0.96770  0.29563 13.94108  1.40744  5.76638  0.82861 118.22578  3.549  0.603 2.146822e+10 0.0030 0.0001  0.17395 -0.22563 1637.337 1748.354 2218.707 4022.439  4.0 
 18064.042060 38  4.7  3.363  0.93726  1.03145  0.34864 17.12481  1.19588  5.16743  0.56759 87.70459  3.600  0.379 2.178355e+10 0.0015 0.0003 -0.40183  1.26831 1667.337 1778.354 2248.707 4052.439  6.0 
 18094.042060 174  6.0  3.531  0.76818  1.29190  0.32676 15.93834  0.81783  4.69403  0.37036 57.20756  4.318  0.260 2.997784e+11 0.0050 0.0035 -3.38616 10.49532   29.087 1808.354 2278.707 4082.439  4.9 
 18124.042060 178  6.0  3.552  0.77854  1.31567  0.33169 16.31920  0.78641  4.60966  0.33843 53.39869  4.310  0.138 3.010339e+11 0.0046 0.0044  3.25978 -8.81879   59.087 1838.354 2308.707 4112.439  5.4 
 18154.042060 54  5.4  3.531  0.82786  1.06676  0.31640 16.52121  0.81714  4.18381  0.30825 50.63206  4.111  0.280 7.867445e+10 0.0033 0.0035 -0.10632  0.62280   89.087 1868.354 2338.707 4142.439  4.1 
 18184.042060 54  5.4  3.417  0.84246  1.00386  0.35478 17.74750  1.04231  4.85931  0.54306 79.61342  4.208  0.738 7.388967e+10 0.0030 0.0007  0.11855  0.07785  119.087 1898.354 2368.707 4172.439  4.1 
 18214.042060 71  4.1  3.317  1.13249  1.35573  0.37047 19.43665  1.37044  5.96258  0.54250 101.33730  2.903 -0.251 1.441268e+10 0.0004 0.0001 -1.61103  2.65915  149.087 1928.354 2398.707 4202.439  4.6 
 18244.042060 79  4.6  3.358  1.26737  1.26941  0.60925 29.32136  1.21234  5.53465  0.55750 90.71530  3.598  0.035 2.191643e+10 0.0002 0.0002  0.76643 -0.81527  179.087 1958.354 2428.707 4232.439  5.1 
 18274.042060 68  5.1  3.403  0.96649  1.13662  0.42485 20.29201  1.07781  5.06594  0.52835 79.35987  3.924  0.400 4.494219e+10 0.0013 0.0006  0.00000  0.39312  209.087 1988.354 2458.707 4262.439  5.0 
 18304.042060 60  5.1  3.442  0.79714  1.12249  0.28032 13.53357  0.98331  4.72808  0.42655 65.20640  3.692  0.292 5.481084e+10 0.0041 0.0011  0.67439 -0.66469  239.087 2018.354 2488.707 4292.439  4.5 
 18334.042060 48  5.0  3.387  0.84197  1.04849  0.31402 15.02428  1.12076  5.04352  0.55640 81.91882  3.755  0.500 3.844618e+10 0.0030 0.0004  0.35130 -0.24772  269.087 2048.354 2518.707 4322.439  4.1 
 18364.042060 44  4.5  3.295  1.19948  1.07411  0.55314 26.58842  1.46992  6.05321  0.83068 127.45098  3.605  0.382 1.431659e+10 0.0003 0.0000  0.00000  0.31623  299.087 2078.354 2548.707 4352.439  3.9 
 18394.042060 48  4.1  3.338  1.56995  1.26865  0.69287 38.76495  1.28680  5.54164  0.46548 91.97581  3.292 -0.207 1.046447e+10 0.0000 0.0001 -0.32752  0.90830  329.087 2108.354 2578.707 4382.439  5.0 
 18424.042060 57  5.0  3.432  1.02861  1.10804  0.45192 22.60298  1.00629  4.77475  0.43253 69.57081  3.923  0.255 3.546920e+10 0.0008 0.0010 -0.31409  1.02294  359.087 2138.354 2608.707 4412.439  4.2 
 18454.042060 59  5.0  3.420  1.01826  1.12484  0.44700 22.01573  1.03320  4.87045  0.46021 72.47215  3.895  0.286 3.639499e+10 0.0009 0.0008  0.15605 -0.02483  389.087 2168.354 2638.707 4442.439  4.3 
 18484.042060 64  4.3  3.345  1.26276  1.27983  0.51398 26.20710  1.25769  5.57924  0.50986 90.43700  3.286 -0.136 1.562033e+10 0.0002 0.0002 -0.46303  1.38252  419.087 2198.354 2668.707 4472.439  4.2 
 18514.042060 68  4.3  3.303  1.40311  1.26430  0.66803 32.73777  1.43359  6.13329  0.69737 117.35613  3.399  0.022 1.409079e+10 0.0001 0.0001  0.25561 -0.09250  449.087 2228.354 2698.707 4502.439  4.3 
 18544.042060 65  4.3  3.335  1.29759  1.28036  0.54923 27.73479  1.29491  5.69766  0.54697 95.78661  3.313 -0.100 1.528604e+10 0.0001 0.0001 -0.05864  0.50853  479.087 2258.354 2728.707 4532.439  4.1 
 18574.042060 83  4.3  3.333  1.48120  1.34823  0.71813 36.06720  1.30603  5.83717  0.55831 98.79063  3.390 -0.169 1.580289e+10 0.0000 0.0001 -0.93799  2.30243  509.087 2288.354 2758.707 4562.439  4.3 
 18604.042060 71  4.3  3.300  1.48594  1.26774  0.75194 36.83712  1.44765  6.19420  0.71368 120.48770  3.447  0.021 1.357102e+10 0.0000 0.0000  1.51289 -3.04387  539.087 2318.354 2788.707 4592.439  4.1 
 18634.042060 53  4.3  3.334  1.37410  1.21889  0.61696 31.65706  1.30043  5.62557  0.55258 97.32145  3.413 -0.026 1.310602e+10 0.0001 0.0001 -0.71041  1.85975  569.087 2348.354 2818.707 4622.439  3.5 
 18664.042060 39  4.1  3.313  1.48055  1.18723  0.63668 34.94796  1.38832  5.75602  0.55982 106.01040  3.298 -0.046 9.271381e+09 0.0000 0.0001  2.25534 -3.71003  599.087 2378.354 2848.707 4652.439  4.1 
 18694.042060 31  4.1  3.274  1.58505  1.11468  0.76983 41.31648  1.58390  6.24305  0.76872 137.65171  3.397  0.158 7.559624e+09 0.0000 0.0000 -1.33533  3.32219  629.087 2408.354 2878.707 4682.439  4.3 
 18724.042060 45  4.3  3.289  1.36080  1.13863  0.63930 31.78886  1.50333  6.16319  0.78023 128.56839  3.463  0.200 1.139831e+10 0.0001 0.0000  0.20683 -0.12792  659.087 2438.354 2908.707 4712.439  3.7 
