Time(Jdays) N.O. Mag_max Mag_mean b_lsq a_lsq b_std_lsq std_gr_lsq b_mlk a_mlk b_std_mlk std_gr_mlk dM_lsq dM_mlk Energy x7_lsq x7_mlk zvalue beta T_elaps6 T_elaps65 T_elaps7 T_elaps75 Mag_max_obs 
 64.042060 473  7.8  3.560  0.63054  1.28157  0.30627 17.55269  0.77517  5.00039  0.46290 73.33379  5.767  1.349 1.048098e+13 0.0128 0.0047  3.38420 -18.34276    9.620   60.000   60.000   60.000  5.9 
 94.042060 45  6.2  3.707  0.47316  0.99169  0.11885  6.60479  0.61457  3.49692  0.20050 32.52198  4.104  0.510 4.543949e+11 0.0381 0.0143  0.39531 -0.72488   39.620   90.000   90.000   90.000  4.1 
 124.042060 29  5.9  3.697  0.57339  0.90338  0.16114  9.42180  0.62349  3.33287  0.19053 32.41631  4.324  0.555 2.084046e+11 0.0190 0.0135  0.53160 -1.41643   69.620  120.000  120.000  120.000  4.2 
 154.042060 17  4.2  3.441  1.11901  0.98924  0.33794 21.38607  0.98440  4.18365  0.26153 54.86854  3.316 -0.050 9.339207e+09 0.0004 0.0011  0.20303 -0.53187   99.620  150.000  150.000  150.000  5.0 
 184.042060 21  5.0  3.510  0.57009  0.85784  0.13025  7.11353  0.85235  3.87928  0.29116 47.33492  3.495  0.449 4.017729e+10 0.0195 0.0028 -0.59859  1.74773  129.620  180.000  180.000  180.000  5.4 
 214.042060 31  5.4  3.577  0.56576  0.94344  0.14316  7.69473  0.75213  3.74775  0.25302 40.70107  3.732  0.417 9.169876e+10 0.0201 0.0055 -0.11320  0.80486  159.620  210.000  210.000  210.000  3.5 
 244.042060 36  5.4  3.364  0.57917  0.83814  0.17388  8.47051  1.19348  5.13675  0.73836 97.73776  3.953  1.096 8.275464e+10 0.0183 0.0003 -0.07061  0.61975  189.620  240.000  240.000  240.000  3.7 
 274.042060 26  3.7  3.169  2.13267  1.14725  1.15395 67.27833  2.56629  9.11383  1.67090 332.73836  3.162  0.149 4.437168e+09 0.0000 0.0000  0.82635 -2.11298  219.620  270.000  270.000  270.000  4.3 
 304.042060 22  4.3  3.200  1.04676  0.86972  0.42228 20.48965  2.17147  7.85684  1.81724 256.21617  3.469  0.682 8.354201e+09 0.0007 0.0000 -0.52783  1.93115  249.620  300.000  300.000  300.000  4.9 
 334.042060 23  4.9  3.326  0.70423  0.80729  0.22232 11.09540  1.33184  5.35724  0.79515 110.33396  3.754  0.878 2.742054e+10 0.0077 0.0001  0.37240 -1.23263  279.620  330.000  330.000  330.000  3.6 
 364.042060 14  4.9  3.379  0.60006  0.70307  0.15424  8.43637  1.14719  4.58771  0.56374 82.36909  3.728  0.901 2.634212e+10 0.0158 0.0004  0.12575 -0.35675  309.620  360.000  360.000  360.000  3.8 
 394.042060 15  3.8  3.160  1.38943  0.92672  0.55339 30.79051  2.71434  9.31911  2.11198 368.95463  3.133  0.367 3.876276e+09 0.0001 0.0000 -0.26592  0.96011  339.620  390.000  390.000  390.000  5.8 
 424.042060 26  5.8  3.365  0.47650  0.69941  0.13132  6.96651  1.18860  4.98076  0.81706 103.01040  4.332  1.610 1.661486e+11 0.0372 0.0003 -0.39026  1.81380  369.620  420.000  420.000  420.000  5.0 
 454.042060 26  5.8  3.473  0.49254  0.77242  0.13167  7.03003  0.91802  4.16904  0.45741 63.45395  4.232  1.259 1.691343e+11 0.0333 0.0018  0.38129 -1.32762  399.620  450.000  450.000  450.000  3.7 
 484.042060 18  5.0  3.344  0.63626  0.73423  0.18580  9.81940  1.26085  5.03784  0.72965 101.31954  3.846  1.004 3.196094e+10 0.0123 0.0002  0.00000  0.20226  429.620  480.000  480.000  480.000  3.7 
 514.042060 16  3.7  3.194  1.24487  0.96070  0.37362 23.40181  2.24152  7.92868  1.21134 250.90410  2.928  0.163 4.137495e+09 0.0002 0.0000  0.18218 -0.30988  459.620  510.000  510.000  510.000  5.3 
 544.042060 18  5.3  3.350  0.50987  0.67035  0.13190  6.97543  1.24084  4.97780  0.78117 102.22397  3.985  1.288 5.913406e+10 0.0295 0.0002 -0.25411  1.14614  489.620  540.000  540.000  540.000  3.5 
 574.042060 17  5.3  3.382  0.50812  0.66754  0.12799  6.96206  1.13585  4.63799  0.63956 86.91007  3.986  1.217 5.911918e+10 0.0299 0.0004  0.32648 -1.01749  519.620  570.000  570.000  570.000  5.9 
 604.042060 123  5.9  3.521  0.60325  1.26151  0.19733  9.44845  0.83336  4.58998  0.37659 55.01758  3.809  0.392 2.996980e+11 0.0155 0.0032 -2.43441 10.54862  549.620  600.000  600.000  600.000  5.1 
 634.042060 153  5.9  3.512  0.65050  1.31625  0.23070 10.93047  0.84862  4.73056  0.39262 57.52233  3.877  0.326 3.024161e+11 0.0112 0.0028  1.75566 -5.96622  579.620  630.000  630.000  630.000  3.8 
 664.042060 48  5.1  3.367  0.92078  1.00613  0.39678 19.26950  1.18444  5.23456  0.65655 94.84561  4.007  0.681 4.066974e+10 0.0017 0.0003  1.75378 -3.13775  609.620  660.000  660.000  660.000  5.3 
 694.042060 42  5.3  3.379  0.76550  0.92895  0.29128 14.30780  1.14719  5.06483  0.65417 91.41265  4.086  0.885 6.059502e+10 0.0051 0.0004 -1.29445  3.08957  639.620  690.000  690.000  690.000  4.1 
 724.042060 41  5.3  3.415  0.78020  0.94637  0.29482 14.76036  1.04742  4.75503  0.53136 77.39065  4.087  0.760 6.074911e+10 0.0046 0.0007  1.43366 -2.66541  669.620  720.000  720.000  720.000  4.5 
 754.042060 17  4.5  3.312  0.79306  0.80634  0.23756 12.53258  1.39302  5.40951  0.73296 112.05126  3.483  0.617 1.261984e+10 0.0042 0.0001  0.45644 -1.01749  699.620  750.000  750.000  750.000  3.5 
 784.042060 12  4.5  3.242  0.62896  0.64871  0.16121  8.61627  1.79708  6.47042  1.31608 181.03147  3.469  0.899 1.148590e+10 0.0130 0.0000  0.00000  0.16514  729.620  780.000  780.000  780.000  5.1 
 814.042060 16  5.1  3.263  0.42920  0.56315  0.09350  5.01519  1.65446  6.16749  1.38929 170.10565  3.788  1.372 3.901156e+10 0.0516 0.0000 -0.23774  1.19183  759.620  810.000  810.000  810.000  5.2 
 844.042060 25  5.2  3.448  0.56493  0.83072  0.14556  7.55168  0.96941  4.30616  0.42861 63.26831  3.730  0.758 6.206769e+10 0.0202 0.0012 -0.36716  1.23950  789.620  840.000  840.000  840.000  5.2 
 874.042060 29  5.2  3.503  0.58368  0.89734  0.14903  7.86376  0.86264  4.05032  0.32553 51.09631  3.663  0.505 6.829186e+10 0.0177 0.0026  0.06453  0.07082  819.620  870.000  870.000  870.000  3.1 
 904.042060 19  5.2  3.363  0.57079  0.71767  0.15839  8.30692  1.19588  4.86640  0.69528 94.26512  3.943  1.131 4.827832e+10 0.0194 0.0003  0.63328 -1.85928  849.620  900.000  900.000  900.000  4.6 
 934.042060 17  4.6  3.406  0.81245  0.86828  0.23864 13.13571  1.07000  4.44045  0.41392 68.47854  3.531  0.450 1.576329e+10 0.0037 0.0006 -0.59825  1.89624  879.620  930.000  930.000  930.000  4.5 
 964.042060 28  4.6  3.454  0.86853  1.02173  0.26026 14.17494  0.95750  4.31966  0.31630 55.74189  3.424  0.089 1.999887e+10 0.0025 0.0013 -0.27381  1.00905  909.620  960.000  960.000  960.000  4.7 
 994.042060 34  4.7  3.335  0.88108  0.97045  0.31648 15.42796  1.29526  5.41727  0.68395 101.92606  3.599  0.518 2.153541e+10 0.0023 0.0001 -0.12541  0.62137  939.620  990.000  990.000  990.000  5.7 
 1024.042060 42  5.7  3.481  0.42985  0.91845  0.09704  4.79667  0.90299  4.33221  0.42823 59.59243  3.563  0.902 2.087441e+11 0.0513 0.0020 -0.34563  1.23583  969.620 1020.000 1020.000 1020.000  3.7 
 1054.042060 34  5.7  3.512  0.38602  0.85510  0.07678  3.94413  0.84862  4.07734  0.37108 52.95945  3.485  0.895 2.080259e+11 0.0695 0.0028  0.85072 -2.12573  999.620 1050.000 1050.000 1050.000  4.5 
 1084.042060 22  4.5  3.273  0.97392  0.87080  0.37377 18.87208  1.59241  6.11966  0.99922 146.88103  3.606  0.657 1.204840e+10 0.0012 0.0000 -0.18732  0.65049 1029.620 1080.000 1080.000 1080.000  3.8 
 1114.042060 23  4.5  3.270  0.96739  0.88803  0.37004 18.32262  1.61109  6.19501  1.02631 149.19099  3.582  0.655 1.239510e+10 0.0013 0.0000  0.09234  0.01988 1059.620 1110.000 1110.000 1110.000  7.6 
 1144.042060 54  7.6  3.600  0.37281  0.82966  0.10251  6.26337  0.72382  3.90387  0.38641 55.09004  5.375  2.207 6.923352e+12 0.0761 0.0067 -1.02664  4.70992   10.038   11.266   11.266   11.266  5.0 
 1174.042060 71  7.6  3.508  0.38867  0.85683  0.11512  6.77209  0.85415  4.41372  0.55597 74.45152  5.395  2.433 6.923424e+12 0.0682 0.0027  0.46872 -1.38049   40.038   41.266   41.266   41.266  5.5 
 1204.042060 55  5.5  3.347  0.62617  0.93290  0.21168  9.88358  1.25059  5.49212  0.84434 109.11749  4.010  1.108 1.001067e+11 0.0132 0.0002  0.06635  0.21856   70.038   71.266   71.266   71.266  5.1 
 1234.042060 44  5.5  3.389  0.57802  0.90831  0.17553  8.41759  1.11748  4.99590  0.65607 87.56330  3.929  1.029 1.026099e+11 0.0184 0.0004  0.63171 -1.19304  100.038  101.266  101.266  101.266  5.3 
 1264.042060 43  5.3  3.437  0.55903  0.97125  0.14892  7.20720  0.99333  4.61347  0.47018 67.21125  3.563  0.656 8.396129e+10 0.0210 0.0010 -0.33916  1.68666  130.038  131.266  131.266  131.266  5.4 
 1294.042060 67  5.4  3.515  0.56639  1.13767  0.14980  7.33292  0.84341  4.35631  0.33218 50.70256  3.391  0.235 1.373872e+11 0.0200 0.0029 -0.46874  2.22484  160.038  161.266  161.266  161.266  5.4 
 1324.042060 65  5.4  3.462  0.49071  1.07648  0.11669  5.51835  0.94097  4.63583  0.42906 61.83552  3.206  0.473 1.418984e+11 0.0337 0.0015  0.66808 -1.72663  190.038  191.266  191.266  191.266  5.8 
 1354.042060 40  5.8  3.478  0.48387  0.88807  0.12674  6.39829  0.90952  4.33061  0.44779 62.21559  3.965  1.039 1.880826e+11 0.0354 0.0019  0.47790 -0.96484  220.038  221.266  221.266  221.266  4.9 
 1384.042060 39  5.8  3.513  0.58859  0.92675  0.18363  9.53212  0.84687  4.13169  0.38015 55.33346  4.225  0.921 1.719370e+11 0.0171 0.0029 -0.48628  1.41989  250.038  251.266  251.266  251.266  4.3 
 1414.042060 38  4.9  3.442  0.85490  1.03669  0.29633 15.07718  0.98233  4.52678  0.39126 62.73490  3.687  0.292 3.241529e+10 0.0027 0.0011  0.50760 -1.00537  280.038  281.266  281.266  281.266  3.6 
 1444.042060 26  4.3  3.312  1.27257  1.02242  0.54376 28.77228  1.39403  5.59707  0.65251 110.73649  3.497  0.285 9.445873e+09 0.0002 0.0001  0.25307 -0.54227  310.038  311.266  311.266  311.266  5.3 
 1474.042060 21  5.3  3.338  0.54469  0.69582  0.15181  7.98967  1.28453  5.17582  0.84429 110.34049  4.023  1.271 5.908801e+10 0.0232 0.0001  0.06856  0.00000  340.038  341.266  341.266  341.266  4.0 
 1504.042060 22  5.3  3.423  0.63005  0.78363  0.19115 10.23625  1.02736  4.42451  0.50823 73.14908  4.056  0.993 5.933808e+10 0.0129 0.0008 -0.14322  0.65049  370.038  371.266  371.266  371.266  4.2 
 1534.042060 27  4.2  3.467  1.14477  1.13142  0.34562 21.51938  0.93063  4.22326  0.22841 49.19463  3.212 -0.338 1.195606e+10 0.0004 0.0016 -0.16268  0.82572  400.038  401.266  401.266  401.266  4.2 
 1564.042060 36  4.2  3.450  0.95669  1.19422  0.24496 14.63452  0.96510  4.45160  0.24929 52.01329  2.952 -0.413 1.502674e+10 0.0013 0.0013 -0.33317  1.28717  430.038  431.266  431.266  431.266  7.1 
 1594.042060 98  7.1  3.551  0.54196  0.98324  0.20338 11.65048  0.78816  4.35572  0.43014 63.63921  5.286  1.574 2.455528e+12 0.0237 0.0043 -0.88607  6.13522    2.900    2.900    2.900  461.266  5.2 
 1624.042060 132  7.1  3.547  0.58985  1.07271  0.24131 13.50865  0.79400  4.50258  0.43725 65.10539  5.281  1.429 2.456486e+12 0.0170 0.0041  0.34387 -1.36931   32.900   32.900   32.900  491.266  5.7 
 1654.042060 101  5.7  3.536  0.71970  1.25000  0.26298 12.91386  0.81079  4.43669  0.33376 51.14425  3.963  0.228 1.730761e+11 0.0069 0.0037  0.39932 -0.41744   62.900   62.900   62.900  521.266  4.9 
 1684.042060 62  5.7  3.585  0.64542  1.12886  0.20507 10.55832  0.74177  4.01770  0.27087 42.75203  3.951  0.284 1.618341e+11 0.0116 0.0060  1.35585 -3.43895   92.900   92.900   92.900  551.266  3.9 
 1714.042060 35  4.9  3.414  0.77191  0.99005  0.24746 12.34232  1.04830  4.68896  0.45639 70.16524  3.617  0.427 3.318764e+10 0.0048 0.0007 -0.11169  0.78971  122.900  122.900  122.900  581.266  4.0 
 1744.042060 27  4.0  3.359  1.32565  1.14833  0.44242 27.23121  1.20886  5.05795  0.36789 78.40686  3.134 -0.184 8.199568e+09 0.0001 0.0002  0.42359 -1.87164  152.900  152.900  152.900  611.266  4.5 
 1774.042060 54  4.5  3.257  1.30656  1.09513  0.68394 31.79200  1.68719  6.79396  1.14047 167.36272  3.662  0.473 1.385286e+10 0.0001 0.0000 -1.41969  5.52734  182.900  182.900  182.900  641.266  4.9 
 1804.042060 62  4.9  3.258  0.94527  1.00933  0.42467 18.91717  1.68289  6.84107  1.34601 175.95336  3.832  0.835 2.916180e+10 0.0015 0.0000  1.11921 -3.43895  212.900  212.900  212.900  671.266  4.9 
 1834.042060 33  4.9  3.382  0.67321  0.92732  0.19359  9.50443  1.13744  4.93083  0.55263 81.51663  3.523  0.565 3.737725e+10 0.0096 0.0004 -0.06808  0.44814  242.900  242.900  242.900  701.266  6.2 
 1864.042060 101  6.2  3.478  0.65136  1.09060  0.25382 12.60292  0.90815  4.72878  0.49341 69.71115  4.526  0.993 3.946817e+11 0.0111 0.0019 -2.21615  7.15343   23.226  272.900  272.900  731.266  5.3 
 1894.042060 108  6.2  3.482  0.65094  1.12403  0.25295 12.48459  0.90026  4.73422  0.48382 68.36073  4.473  0.941 3.998397e+11 0.0111 0.0020  1.97172 -5.28463   53.226  302.900  302.900  761.266  5.2 
 1924.042060 60  5.3  3.435  0.59376  1.06884  0.16826  7.91666  0.99838  4.77329  0.47573 68.22438  3.500  0.519 9.333205e+10 0.0165 0.0010 -0.54968  1.92023   83.226  332.900  332.900  791.266  4.6 
 1954.042060 46  5.2  3.467  0.74250  1.02983  0.24780 12.37882  0.92919  4.45032  0.38807 59.81412  3.813  0.411 6.426757e+10 0.0059 0.0016  1.20749 -3.51451  113.226  362.900  362.900  821.266  4.1 
 1984.042060 19  4.6  3.484  0.93127  0.94484  0.29066 16.93386  0.89691  3.96949  0.26961 49.69715  3.585  0.174 1.612443e+10 0.0016 0.0020  0.08044 -0.02187  143.226  392.900  392.900  851.266  4.2 
 2014.042060 28  4.2  3.375  1.18086  1.08360  0.40422 23.20311  1.15812  4.92151  0.38881 75.42595  3.282 -0.050 1.102745e+10 0.0003 0.0003 -0.86706  2.14423  173.226  422.900  422.900  881.266  3.8 
 2044.042060 33  4.2  3.327  1.27561  1.10031  0.50023 27.06951  1.32701  5.49955  0.54135 98.60610  3.337  0.056 1.051755e+10 0.0001 0.0001  0.37198 -0.59752  203.226  452.900  452.900  911.266  5.0 
 2074.042060 27  5.0  3.326  0.75176  0.82517  0.26336 13.26920  1.33249  5.42885  0.82742 114.32155  3.902  0.926 3.219391e+10 0.0056 0.0001  0.05340  0.05505  233.226  482.900  482.900  941.266  3.9 
 2104.042060 27  5.0  3.341  0.76772  0.83793  0.27134 13.73929  1.27456  5.25504  0.74787 105.26871  3.909  0.877 3.222850e+10 0.0050 0.0002 -0.04834  0.44039  263.226  512.900  512.900  971.266  4.1 
 2134.042060 24  4.1  3.296  1.22701  1.03304  0.44757 24.70745  1.46804  5.78432  0.64068 116.44452  3.258  0.160 7.853589e+09 0.0002 0.0000  0.23932 -0.58387  293.226  542.900  542.900 1001.266  5.1 
 2164.042060 29  5.1  3.459  0.64809  0.91747  0.18283  9.38172  0.94696  4.30327  0.39035 59.57196  3.684  0.556 4.795890e+10 0.0114 0.0014 -0.49815  1.92988  323.226  572.900  572.900 1031.266  4.3 
 2194.042060 39  5.1  3.385  0.68962  0.95826  0.21945 10.51619  1.12917  4.97856  0.58833 83.34903  3.710  0.691 4.840869e+10 0.0085 0.0004 -0.05326  0.45803  353.226  602.900  602.900 1061.266  3.9 
 2224.042060 29  4.3  3.348  1.19709  1.06902  0.46029 24.77706  1.24698  5.20335  0.49946 88.55722  3.407  0.127 1.094126e+10 0.0003 0.0002  0.65652 -1.78824  383.226  632.900  632.900 1091.266  4.9 
 2254.042060 20  4.9  3.580  0.87271  0.93227  0.27534 16.57123  0.74878  3.54738  0.20269 38.33897  3.832  0.162 2.721503e+10 0.0024 0.0057 -0.12536  0.66092  413.226  662.900  662.900 1121.266  3.5 
 2284.042060 17  4.9  3.476  0.75324  0.83070  0.22338 12.69173  0.91148  3.96490  0.32709 54.32533  3.797  0.550 2.662781e+10 0.0055 0.0018  0.35436 -1.01749  443.226  692.900  692.900 1151.266  3.9 
 2314.042060 15  3.9  3.293  1.40688  0.99987  0.49648 31.35450  1.48055  5.61774  0.54984 114.60674  3.189  0.106 5.058180e+09 0.0001 0.0000 -0.18704  0.96011  473.226  722.900  722.900 1181.266  7.4 
 2344.042060 138  7.4  4.185  0.52436  1.28704  0.15716 10.56953  0.36656  3.23956  0.07680 18.08596  4.946 -1.438 5.954320e+12 0.0267 0.0795 -1.97001 10.78671    0.934    1.495    3.125 1211.266  6.2 
 2374.042060 192  7.4  4.210  0.57012  1.38209  0.18402 12.38349  0.35880  3.35969  0.07288 18.07259  4.976 -1.964 5.967476e+12 0.0195 0.0839  1.06112 -4.10797   22.694   31.495   33.125 1241.266  6.6 
 2404.042060 146  6.6  4.122  0.70015  1.38687  0.23768 15.40899  0.38710  3.32565  0.07265 17.89202  4.619 -1.991 9.969603e+11 0.0079 0.0690 -0.45590  2.23313   10.076   10.076   63.125 1271.266  5.0 
 2434.042060 109  6.6  4.051  0.69418  1.27573  0.24088 15.51800  0.41307  3.27664  0.08529 19.93895  4.762 -1.332 9.158305e+11 0.0083 0.0576  1.35179 -4.96809   40.076   40.076   93.125 1301.266  5.2 
 2464.042060 44  5.2  3.668  0.78140  1.13969  0.23698 13.42437  0.64996  3.59335  0.16396 30.79964  3.741 -0.329 6.324821e+10 0.0045 0.0112  0.48617 -0.89119   70.076   70.076  123.125 1331.266  5.7 
 2494.042060 35  5.7  3.506  0.50954  0.88447  0.13428  6.93177  0.85877  4.12039  0.38144 55.07791  3.964  0.902 1.550504e+11 0.0296 0.0027  0.07230  0.11282  100.076  100.076  153.125 1361.266  6.7 
 2524.042060 225  6.7  3.593  0.72483  1.32822  0.33139 17.35634  0.73251  4.54970  0.33845 53.64737  4.868  0.489 1.096100e+12 0.0067 0.0063 -3.65374 13.46289   21.956   21.956  183.125 1391.266  6.4 
 2554.042060 279  6.7  3.594  0.69770  1.39333  0.30696 15.72990  0.73169  4.64068  0.33760 53.03723  4.703  0.358 1.236505e+12 0.0081 0.0064  2.51083 -7.41499   15.433   51.956  213.125 1421.266  5.2 
 2584.042060 105  6.4  3.581  0.64918  1.15528  0.25058 13.10116  0.74756  4.26386  0.33228 50.88014  4.620  0.696 5.968057e+11 0.0113 0.0057  1.72047 -3.12643   45.433   81.956  243.125 1451.266  5.1 
 2614.042060 60  5.2  3.543  0.54853  1.16062  0.12777  6.36633  0.79931  4.17610  0.27130 43.66421  3.084 -0.025 1.013010e+11 0.0226 0.0040  0.52949 -0.66469   75.433  111.956  273.125 1481.266  5.2 
 2644.042060 53  5.2  3.511  0.63566  1.10842  0.17572  8.77457  0.84936  4.27235  0.31373 49.49740  3.456  0.170 8.470835e+10 0.0124 0.0028 -0.03949  0.48458  105.433  141.956  303.125 1511.266  5.2 
 2674.042060 46  5.2  3.504  0.56405  1.05875  0.13908  6.90055  0.86110  4.24606  0.32416 50.16883  3.323  0.269 8.260262e+10 0.0203 0.0026  0.31212 -0.85754  135.433  171.956  333.125 1541.266  5.6 
 2704.042060 43  5.6  3.537  0.58643  0.99964  0.16911  8.64755  0.80843  4.05875  0.32138 48.54414  3.895  0.579 1.287515e+11 0.0174 0.0038 -0.32743  1.07597  165.433  201.956  363.125 1571.266  4.7 
 2734.042060 45  5.6  3.502  0.65080  0.98597  0.21301 10.81169  0.86475  4.24745  0.37607 55.94534  4.085  0.688 1.192293e+11 0.0112 0.0025  0.19613 -0.12792  195.433  231.956  393.125 1601.266  4.0 
 2764.042060 44  4.7  3.370  0.92235  1.06681  0.33528 16.35982  1.17233  5.16044  0.54164 84.51987  3.543  0.298 2.525726e+10 0.0017 0.0003 -0.14244  0.61808  225.433  261.956  423.125 1631.266  4.9 
 2794.042060 57  4.9  3.302  1.05403  1.02882  0.50860 23.91441  1.43923  6.07357  0.94827 133.55486  3.924  0.680 2.729086e+10 0.0007 0.0000 -0.77647  1.81856  255.433  291.956  453.125 1661.266  4.1 
 2824.042060 57  4.9  3.347  1.08915  1.06866  0.52207 25.19883  1.25024  5.50660  0.68792 103.02449  3.919  0.496 2.798106e+10 0.0005 0.0002  0.73468 -1.09872  285.433  321.956  483.125 1691.266  5.6 
 2854.042060 44  5.6  3.423  0.70425  0.90706  0.26245 13.43432  1.02736  4.72554  0.55852 79.21409  4.312  1.000 1.104138e+11 0.0077 0.0008  0.14326  0.01437  315.433  351.956  513.125 1721.266  4.1 
 2884.042060 52  5.6  3.408  0.73098  0.92638  0.28547 14.47079  1.06525  4.91176  0.60625 85.63570  4.333  0.989 1.103963e+11 0.0064 0.0006 -0.56870  1.73210  345.433  381.956  543.125 1751.266  5.1 
 2914.042060 60  5.1  3.372  0.99792  1.04872  0.46422 22.61985  1.16851  5.28367  0.63649 94.42202  4.049  0.578 4.060941e+10 0.0010 0.0003  0.09551  0.11078  375.433  411.956  573.125 1781.266  4.0 
 2944.042060 48  5.1  3.392  0.94847  1.01226  0.41280 20.61832  1.10884  5.00775  0.56420 84.98490  4.033  0.584 4.039048e+10 0.0014 0.0005  0.60124 -1.11473  405.433  441.956  603.125 1811.266  4.1 
 2974.042060 35  4.1  3.349  1.33386  1.17890  0.49312 28.17131  1.24593  5.28185  0.43025 85.11602  3.216 -0.139 9.748432e+09 0.0001 0.0002  0.26383 -0.22563  435.433  471.956  633.125 1841.266  4.1 
 3004.042060 36  4.1  3.253  1.24987  1.09893  0.49349 25.13851  1.71809  6.71057  0.93248 158.11809  3.221  0.194 8.960607e+09 0.0002 0.0000 -0.37308  0.95346  465.433  501.956  663.125 1871.266  3.8 
 3034.042060 42  4.1  3.286  1.67564  1.20262  0.84652 45.15715  1.52003  6.18334  0.69660 127.55467  3.382  0.032 8.749934e+09 0.0000 0.0000 -0.11605  0.61791  495.433  531.956  693.125 1901.266  5.3 
 3064.042060 51  5.3  3.424  0.72763  0.97661  0.25479 12.59452  1.02542  4.78382  0.50602 74.53185  3.958  0.635 7.126256e+10 0.0066 0.0008 -0.28959  1.32176  525.433  561.956  723.125 1931.266  5.3 
 3094.042060 74  5.3  3.404  0.68695  1.07311  0.23031 10.74951  1.07484  5.09376  0.56383 80.38534  3.738  0.561 9.274749e+10 0.0087 0.0006 -0.68319  2.27217  555.433  591.956  753.125 1961.266  5.4 
 3124.042060 72  5.4  3.372  0.75270  1.02939  0.29201 13.67743  1.16676  5.35762  0.70165 96.42384  4.032  0.808 9.439296e+10 0.0055 0.0003  0.77442 -1.71921  585.433  621.956  783.125 1991.266  4.8 
 3154.042060 50  5.4  3.412  0.76588  0.98409  0.29416 14.39135  1.05411  4.86131  0.55722 79.47780  4.115  0.788 7.686955e+10 0.0050 0.0007  0.19895 -0.22923  615.433  651.956  813.125 2021.266  5.6 
 3184.042060 47  5.6  3.534  0.65272  1.02505  0.20993 10.77294  0.81322  4.11176  0.32587 49.82435  4.030  0.544 1.218296e+11 0.0110 0.0036 -0.06288  0.47286  645.433  681.956  843.125 2051.266  5.0 
 3214.042060 63  5.6  3.490  0.68309  1.08223  0.23645 11.66637  0.88545  4.45570  0.39729 58.72799  4.016  0.568 1.261439e+11 0.0089 0.0022 -0.85019  2.27036  675.433  711.956  873.125 2081.266  3.8 
 3244.042060 62  5.0  3.340  0.85205  1.05239  0.33434 15.41047  1.27613  5.62077  0.74997 105.74034  3.765  0.595 4.073272e+10 0.0028 0.0001  0.75516 -1.65893  705.433  741.956  903.125 2111.266  5.0 
 3274.042060 51  5.0  3.339  0.97335  1.01653  0.43670 20.87196  1.28029  5.54844  0.75556 108.16525  3.956  0.666 3.343227e+10 0.0012 0.0001 -0.24768  1.04139  735.433  771.956  933.125 2141.266  4.9 
 3304.042060 65  5.0  3.326  0.84961  1.06505  0.33632 15.24111  1.33156  5.80760  0.82611 114.03398  3.746  0.639 4.264761e+10 0.0028 0.0001 -0.58547  1.50193  765.433  801.956  963.125 2171.266  4.9 
 3334.042060 56  4.9  3.295  0.76818  1.01478  0.27180 12.12574  1.47397  6.17010  1.00070 134.21714  3.579  0.714 3.808107e+10 0.0050 0.0000  1.20357 -2.05133  795.433  831.956  993.125 2201.266  5.3 
 3364.042060 41  5.3  3.329  0.64549  0.88671  0.21454 10.06849  1.31897  5.56969  0.89578 115.90063  3.926  1.077 6.493388e+10 0.0116 0.0001 -0.15544  0.77431  825.433  861.956 1023.125 2231.266  4.0 
 3394.042060 37  5.3  3.362  0.74674  0.88699  0.28046 13.98531  1.19917  5.16572  0.72326 99.33788  4.112  0.992 5.964522e+10 0.0058 0.0003  0.36810 -0.86212  855.433  891.956 1053.125 2261.266  4.9 
 3424.042060 28  4.9  3.425  0.89683  0.95075  0.33095 17.41392  1.02187  4.51277  0.42967 68.44966  3.840  0.484 2.738931e+10 0.0020 0.0009  0.14236 -0.12613  885.433  921.956 1083.125 2291.266  4.0 
 3454.042060 23  4.9  3.387  0.80087  0.87247  0.27276 14.16317  1.12233  4.72873  0.53566 80.49391  3.811  0.687 2.687073e+10 0.0040 0.0004  0.21093 -0.39762  915.433  951.956 1113.125 2321.266  4.3 
 3484.042060 18  4.3  3.400  0.96521  0.95788  0.28189 16.42574  1.08574  4.51248  0.35669 66.60862  3.308  0.144 1.045668e+10 0.0013 0.0006  0.16345 -0.26968  945.433  981.956 1143.125 2351.266  5.0 
 3514.042060 21  5.0  3.400  0.69614  0.82603  0.21246 11.05410  1.08574  4.57943  0.51681 76.08870  3.813  0.782 3.302717e+10 0.0082 0.0006 -0.37498  1.31079  975.433 1011.956 1173.125 2381.266  4.5 
 3544.042060 29  5.0  3.317  0.70299  0.84442  0.23194 11.21126  1.36897  5.56931  0.87959 118.32538  3.799  0.932 3.398591e+10 0.0078 0.0001 -0.20007  0.81445 1005.433 1041.956 1203.125 2411.266  4.2 
 3574.042060 37  4.5  3.292  1.07054  1.03290  0.44232 21.20664  1.48786  6.03178  0.85438 128.48469  3.535  0.446 1.464467e+10 0.0006 0.0000 -0.34118  1.11291 1035.433 1071.956 1233.125 2441.266  5.0 
 3604.042060 33  5.0  3.391  0.86560  0.94842  0.33096 16.66390  1.11099  4.85147  0.54520 81.46461  3.904  0.633 3.324787e+10 0.0025 0.0005  0.56360 -1.29462 1065.433 1101.956 1263.125 2471.266  4.0 
 3634.042060 23  5.0  3.448  0.79707  0.88193  0.26776 14.46994  0.96978  4.27108  0.39637 62.85036  3.894  0.596 3.265462e+10 0.0041 0.0012  0.06707  0.01988 1095.433 1131.956 1293.125 2501.266  4.8 
