Longitude	Latitude	Year	Month	Day	Mag	Hour	Minite	Second 
102.420000 24.200000 1970 1 14 3.000000 14 44 45.000000 
102.420000 24.200000 1970 1 14 3.400000 15 27 45.000000 
102.320000 24.030000 1970 1 14 3.400000 17 13 27.000000 
102.420000 24.130000 1970 1 14 3.600000 17 45 29.000000 
102.320000 24.170000 1970 1 14 5.600000 18 14 16.000000 
102.350000 24.070000 1970 1 14 3.500000 18 17 30.000000 
102.350000 24.220000 1970 1 14 3.000000 18 19 38.000000 
102.700000 24.000000 1970 1 14 3.500000 18 21 26.000000 
102.380000 24.180000 1970 1 14 3.600000 18 24 40.000000 
102.380000 24.200000 1970 1 14 3.000000 18 31 55.000000 
102.650000 24.200000 1970 1 14 3.200000 18 37 29.000000 
102.350000 24.050000 1970 1 14 4.100000 18 38 51.000000 
102.520000 24.020000 1970 1 14 3.200000 18 48 13.000000 
102.370000 24.200000 1970 1 14 3.500000 18 55 39.000000 
102.420000 24.170000 1970 1 14 3.000000 19 6 48.000000 
102.500000 24.200000 1970 1 14 3.100000 23 7 0.000000 
102.430000 24.050000 1970 1 15 3.900000 4 55 10.000000 
102.600000 24.030000 1970 1 15 3.700000 12 30 14.000000 
102.400000 24.080000 1970 1 15 3.100000 20 15 36.000000 
102.530000 24.050000 1970 1 16 3.200000 4 55 59.000000 
102.380000 24.280000 1970 1 16 3.300000 19 29 26.000000 
102.250000 24.020000 1970 1 16 3.600000 19 59 53.000000 
102.250000 24.170000 1970 1 16 3.600000 20 38 39.000000 
102.250000 24.170000 1970 1 16 3.300000 21 30 0.000000 
102.250000 24.170000 1970 1 16 3.300000 21 31 0.000000 
102.350000 24.300000 1970 1 17 3.400000 8 6 41.000000 
98.600000 25.700000 1970 1 17 3.100000 10 22 52.000000 
98.800000 25.800000 1970 1 17 3.200000 14 33 2.000000 
98.800000 25.700000 1970 1 17 3.200000 17 4 52.000000 
98.600000 25.800000 1970 1 18 3.600000 0 34 41.000000 
102.400000 24.120000 1970 1 18 3.800000 10 59 21.000000 
102.500000 24.050000 1970 1 18 3.000000 11 43 45.000000 
102.530000 24.220000 1970 1 19 3.000000 21 48 56.000000 
102.520000 24.170000 1970 1 20 3.100000 8 10 12.000000 
103.200000 30.600000 1970 1 20 4.700000 8 24 43.000000 
102.480000 24.220000 1970 1 21 3.300000 4 20 55.000000 
98.600000 25.800000 1970 1 21 3.600000 15 42 6.000000 
102.480000 24.170000 1970 1 21 3.200000 23 53 0.000000 
102.400000 24.230000 1970 1 22 3.300000 6 23 19.000000 
103.020000 24.050000 1970 1 22 3.200000 10 13 46.000000 
102.550000 24.070000 1970 1 22 3.000000 23 51 43.000000 
102.530000 24.080000 1970 1 23 4.000000 13 54 30.000000 
102.570000 24.100000 1970 1 23 3.000000 14 25 43.000000 
102.820000 24.450000 1970 1 27 4.800000 22 19 13.000000 
102.830000 24.420000 1970 1 27 4.200000 22 28 43.000000 
102.850000 24.430000 1970 1 27 3.100000 22 39 46.000000 
102.450000 24.120000 1970 1 28 3.300000 0 36 20.000000 
102.820000 24.400000 1970 1 28 4.000000 2 23 10.000000 
